,carat,cut,color,clarity,depth,table,price,length,width,height
45041,0.54,Ideal,H,VVS2,61.6,56.0,1639,5.24,5.27,3.24
4667,1.01,Premium,H,SI2,63.0,59.0,3671,6.33,6.27,3.97
44603,0.53,Premium,G,VS2,62.5,56.0,1607,5.19,5.18,3.24
11172,0.98,Ideal,F,SI1,62.7,55.0,4950,6.37,6.27,3.96
47260,0.77,Very Good,J,VS2,62.1,62.0,1843,5.82,5.87,3.63
52962,0.24,Very Good,E,VVS1,62.7,59.0,552,3.97,4.0,2.5
8935,1.01,Premium,F,SI2,61.3,60.0,4497,6.43,6.4,3.93
870,0.7,Ideal,D,SI1,60.7,56.0,2872,5.72,5.75,3.48
15856,1.37,Ideal,I,VS2,61.5,56.0,6343,7.14,7.11,4.38
49071,0.53,Ideal,H,IF,61.4,55.0,2059,5.21,5.24,3.21
20446,1.51,Ideal,G,SI2,60.5,55.0,8794,7.4,7.36,4.46
12093,1.04,Ideal,E,SI2,61.6,55.0,5163,6.51,6.54,4.02
49122,0.7,Good,H,SI1,63.8,58.0,2066,5.59,5.66,3.59
53493,0.73,Ideal,D,SI2,62.4,56.0,2683,5.74,5.77,3.59
32936,0.37,Premium,E,VS2,60.3,58.0,811,4.63,4.66,2.8
5321,0.9,Good,D,SI2,63.8,58.0,3806,6.09,6.13,3.9
34365,0.41,Ideal,E,VS1,62.3,53.0,863,4.74,4.76,2.96
52611,0.51,Ideal,E,VVS2,60.7,58.0,2545,5.19,5.17,3.14
32128,0.41,Good,I,SI1,63.8,57.0,784,4.7,4.67,2.99
24238,2.11,Premium,J,SI2,60.7,60.0,12440,8.2,8.27,5.0
18824,0.9,Premium,D,VVS1,61.3,59.0,7711,6.18,6.12,3.77
37306,0.31,Ideal,F,IF,62.1,56.0,979,4.33,4.36,2.7
27722,2.01,Ideal,G,SI1,62.1,57.0,18736,8.07,8.09,5.02
40292,0.4,Ideal,H,VVS2,62.2,56.0,1125,4.75,4.7,2.94
2367,0.9,Very Good,I,SI1,61.8,58.0,3176,6.2,6.26,3.85
30881,0.33,Ideal,E,SI1,62.0,54.0,743,4.43,4.41,2.74
46990,0.71,Good,E,SI2,64.0,56.0,1816,5.68,5.61,3.62
10229,0.91,Good,G,VS1,64.1,60.0,4744,6.11,6.06,3.9
19399,1.22,Premium,G,VS2,61.1,56.0,8062,6.94,6.85,4.21
10352,0.9,Ideal,E,SI2,61.8,56.0,4770,6.18,6.22,3.83
3849,0.8,Good,F,VS1,59.0,60.9,3477,6.03,6.04,3.56
23266,1.52,Ideal,H,VS2,62.4,58.0,11272,7.3,7.37,4.58
21854,1.24,Premium,D,VS2,59.3,58.0,9916,7.09,7.03,4.19
2246,1.02,Ideal,I,VS2,62.8,57.0,3148,6.45,6.39,4.03
45420,0.55,Premium,E,SI1,61.2,59.0,1668,5.28,5.25,3.22
50360,0.72,Very Good,F,SI2,63.1,58.0,2246,5.69,5.63,3.57
28452,0.38,Ideal,H,SI1,62.0,54.0,671,4.66,4.72,2.91
11695,1.01,Very Good,F,SI2,61.0,60.0,5067,6.42,6.46,3.93
8681,0.92,Ideal,I,SI1,61.7,56.0,4457,6.2,6.23,3.83
300,0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62
26894,2.18,Very Good,G,SI2,63.1,58.0,16878,8.29,8.23,5.21
41367,0.5,Very Good,F,SI1,63.2,57.0,1220,5.03,5.06,3.19
25510,1.72,Premium,F,SI1,62.4,60.0,14300,7.67,7.62,4.77
7959,1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0
17337,1.01,Ideal,E,VS2,61.4,57.0,6956,6.44,6.5,3.97
4075,0.31,Very Good,D,SI1,61.7,59.0,571,4.31,4.35,2.67
40544,0.55,Very Good,I,SI1,63.6,57.0,1149,5.15,5.19,3.29
45027,0.54,Premium,G,VS2,62.7,58.0,1637,5.19,5.15,3.24
13928,1.1,Very Good,F,SI1,60.5,60.0,5667,6.65,6.67,4.03
4788,1.0,Fair,E,SI1,66.5,55.0,3696,6.21,6.19,4.12
44610,0.53,Ideal,E,SI1,62.0,55.0,1607,5.21,5.17,3.22
10210,1.02,Ideal,H,SI2,59.8,58.0,4742,6.55,6.59,3.93
49588,0.7,Premium,E,SI2,59.8,61.0,2135,5.76,5.74,3.44
45645,0.25,Ideal,G,VVS2,61.9,55.0,525,4.07,4.1,2.53
33333,0.41,Very Good,G,VS2,59.8,61.0,827,4.78,4.82,2.87
22072,1.31,Very Good,E,VS2,63.1,56.0,10094,6.95,6.9,4.37
8644,1.06,Ideal,H,SI2,62.8,57.0,4452,6.57,6.49,4.1
36688,0.39,Premium,G,VS1,61.7,62.0,951,4.69,4.65,2.88
27215,1.59,Premium,E,VS1,61.2,58.0,17552,7.58,7.49,4.61
32037,0.3,Ideal,E,VVS2,62.2,54.4,779,4.3,4.32,2.68
6662,1.03,Good,F,SI2,57.7,63.0,4095,6.68,6.64,3.84
52556,0.7,Premium,G,VS1,62.8,57.0,2535,5.67,5.64,3.55
17702,0.32,Premium,G,SI1,60.5,59.0,612,4.43,4.39,2.67
43668,0.56,Ideal,F,SI1,62.3,55.0,1436,5.27,5.32,3.3
39764,0.36,Premium,E,VS1,61.3,58.0,1094,4.58,4.56,2.8
34929,0.32,Good,I,SI2,63.4,56.0,374,4.34,4.37,2.76
21338,2.04,Very Good,J,SI2,63.4,55.0,9482,8.07,8.04,5.11
7209,1.04,Good,D,SI2,57.6,63.0,4191,6.67,6.7,3.85
49757,0.7,Good,E,SI2,63.1,56.0,2159,5.63,5.66,3.56
46343,0.5,Very Good,D,VS2,63.4,57.0,1758,5.09,5.04,3.21
9213,1.18,Fair,I,VS2,62.0,66.0,4553,6.75,6.63,4.16
24996,2.2,Ideal,I,SI2,62.2,56.0,13512,8.33,8.29,5.17
28057,0.38,Ideal,F,SI1,62.2,54.0,660,4.64,4.66,2.89
29502,0.4,Very Good,G,SI1,60.0,63.0,702,4.76,4.8,2.87
2351,0.84,Fair,F,VS2,65.0,57.2,3172,5.83,5.87,3.81
44135,0.53,Good,E,VS2,63.5,59.0,1561,5.13,5.17,3.27
12204,1.01,Very Good,G,SI1,63.7,60.0,5192,6.31,6.35,4.03
11198,1.07,Ideal,I,SI1,62.0,55.0,4958,6.56,6.6,4.08
40518,0.37,Ideal,D,VVS2,61.6,56.0,1145,4.65,4.61,2.85
35589,0.4,Ideal,E,SI1,62.5,57.0,907,4.74,4.7,2.95
44433,0.56,Very Good,G,VS2,63.4,58.0,1590,5.23,5.28,3.33
22996,1.74,Premium,J,VS1,62.5,58.0,11050,7.67,7.65,4.79
39519,0.36,Premium,E,VS2,62.0,57.0,1080,4.57,4.52,2.82
49525,0.54,Ideal,G,VVS1,62.2,56.0,2123,5.2,5.22,3.24
53524,0.71,Very Good,G,VS2,61.3,59.0,2690,5.72,5.76,3.52
49335,0.57,Ideal,G,VVS2,60.7,55.0,2095,5.34,5.36,3.25
27585,1.79,Very Good,F,VS2,62.8,59.0,18429,7.7,7.8,4.87
22738,1.01,Very Good,E,VVS1,63.1,59.0,10760,6.34,6.31,3.99
20367,1.21,Ideal,G,VS1,62.7,54.0,8759,6.79,6.83,4.27
18766,1.22,Very Good,H,VS1,62.4,59.0,7673,6.91,6.85,4.29
19791,1.16,Very Good,G,VVS2,62.3,59.0,8361,6.69,6.72,4.18
182,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
12214,1.06,Ideal,H,SI1,61.4,55.0,5194,6.62,6.58,4.05
47159,0.76,Ideal,J,SI2,61.5,54.0,1833,5.9,5.93,3.64
6113,1.02,Very Good,I,SI2,62.8,56.0,3980,6.42,6.38,4.02
24623,1.11,Ideal,F,VVS1,62.1,57.0,12956,6.62,6.69,4.13
33420,0.32,Ideal,H,VVS2,61.9,55.0,828,4.39,4.37,2.71
3357,0.92,Good,I,SI1,63.3,58.0,3382,6.14,6.18,3.9
24759,2.0,Very Good,J,VS2,60.7,59.0,13113,8.12,8.15,4.94
27780,0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71
39400,0.41,Premium,G,VVS2,61.4,58.0,1076,4.8,4.75,2.93
4129,1.13,Ideal,F,I1,62.2,55.0,3542,6.63,6.68,4.14
43357,0.56,Very Good,G,SI1,61.1,56.0,1408,5.32,5.34,3.26
3985,0.9,Very Good,G,SI1,63.2,62.0,3512,6.19,6.09,3.88
4277,0.9,Good,E,SI2,63.6,59.0,3584,6.05,6.09,3.86
18045,0.3,Very Good,E,VS2,62.6,62.0,614,4.21,4.25,2.65
39952,0.33,Ideal,D,SI2,62.4,56.0,492,4.41,4.44,2.76
45629,0.4,Ideal,D,VVS2,61.2,56.0,1693,4.76,4.78,2.92
30250,0.26,Premium,E,VVS2,58.9,61.0,724,4.19,4.16,2.46
37205,0.34,Ideal,G,IF,61.9,54.0,974,4.51,4.53,2.8
28327,0.33,Ideal,F,VS2,61.4,57.0,666,4.45,4.48,2.74
50918,0.7,Good,D,SI1,64.2,62.0,2318,5.52,5.48,3.53
11143,1.13,Ideal,I,VS2,62.3,56.0,4940,6.63,6.73,4.16
6728,0.25,Ideal,H,VVS1,62.5,56.0,577,4.06,4.03,2.53
16122,1.3,Good,D,SI2,57.1,63.0,6443,7.27,7.22,4.14
10035,0.24,Premium,E,VS2,62.6,58.0,417,3.99,4.03,2.51
21075,1.64,Ideal,J,VS2,62.4,54.5,9251,7.53,7.57,4.71
53602,0.7,Ideal,F,SI1,61.0,56.0,2700,5.75,5.72,3.5
10579,1.16,Premium,F,SI2,61.2,61.0,4820,6.77,6.74,4.14
49438,0.7,Good,F,SI2,60.6,61.0,2109,5.71,5.77,3.48
38568,0.42,Ideal,H,VVS1,61.8,55.0,1035,4.85,4.8,2.98
17581,1.2,Ideal,I,VVS2,62.9,55.0,7079,6.75,6.79,4.26
1013,0.81,Ideal,E,SI2,63.0,56.0,2901,5.95,5.9,3.73
10442,1.0,Premium,H,SI1,61.3,60.0,4788,6.38,6.35,3.9
2527,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46
35734,0.3,Ideal,D,VS2,62.3,56.0,911,4.32,4.29,2.68
14871,1.01,Good,F,VS2,63.6,59.0,5988,6.32,6.36,4.03
7584,0.93,Very Good,F,SI1,59.8,58.0,4256,6.32,6.39,3.8
7356,1.12,Premium,E,SI2,63.0,61.0,4215,6.66,6.61,4.18
18190,1.04,Ideal,G,VS1,61.2,58.0,7375,6.5,6.53,3.99
38859,0.4,Premium,F,VS1,60.4,59.0,1050,4.76,4.75,2.87
25570,2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21
31029,0.31,Premium,F,VS2,60.7,61.0,749,4.4,4.36,2.66
12995,1.26,Ideal,J,SI1,62.0,56.0,5398,6.93,6.9,4.29
31144,0.41,Ideal,E,SI1,62.5,57.0,755,4.74,4.79,2.98
38651,0.42,Premium,D,SI1,59.8,59.0,1040,4.91,4.86,2.92
27653,2.0,Ideal,H,SI1,65.0,61.0,18604,7.9,7.79,5.11
32416,0.41,Premium,D,SI1,61.0,59.0,791,4.76,4.78,2.91
457,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54
6562,0.92,Premium,H,VS2,61.3,58.0,4077,6.21,6.26,3.82
15142,0.94,Very Good,G,VVS1,63.3,57.0,6088,6.21,6.14,3.91
20694,1.53,Ideal,I,SI1,61.9,54.0,8971,7.43,7.5,1.53
7527,1.01,Premium,H,SI2,61.5,60.0,4242,6.4,6.34,3.92
42127,0.48,Ideal,F,VS2,62.4,54.0,1279,5.03,5.03,3.15
22000,1.34,Ideal,G,VS1,62.7,57.0,10070,7.1,7.04,4.43
10801,1.06,Premium,F,SI1,62.4,58.0,4862,6.56,6.51,4.07
14193,1.35,Premium,E,SI2,61.5,58.0,5758,7.11,7.06,4.36
46967,0.32,Ideal,H,VS2,61.7,57.0,529,4.38,4.4,2.71
8636,0.85,Premium,F,VVS2,61.2,60.0,4451,6.13,6.1,3.74
392,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72
33685,0.31,Ideal,E,VVS2,61.6,56.0,837,4.35,4.39,2.69
18769,1.32,Premium,G,SI1,60.6,58.0,7676,7.12,7.06,4.3
23951,1.51,Premium,G,VS1,63.0,59.0,12085,7.24,7.19,4.55
21042,0.31,Good,H,VVS2,63.4,56.0,625,4.29,4.32,2.73
25219,1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53
31895,0.3,Premium,G,VS1,61.8,60.0,776,4.32,4.29,2.66
29978,0.38,Very Good,G,VS2,59.7,62.0,715,4.66,4.68,2.79
14460,1.03,Ideal,D,SI2,60.7,58.0,5836,6.51,6.53,3.96
47679,0.51,Ideal,D,VS2,62.3,57.0,1882,5.12,5.09,3.18
18028,1.09,Ideal,G,VS2,62.8,57.0,7292,6.54,6.58,4.12
45808,0.52,Good,F,VS1,61.2,62.0,1710,5.12,5.05,3.11
34640,0.31,Ideal,E,VS2,61.9,55.0,872,4.39,4.34,2.7
41810,0.54,Good,E,SI2,63.8,54.0,1250,5.18,5.17,3.3
17035,1.35,Premium,F,SI2,62.8,60.0,6804,7.08,7.0,4.42
30915,0.34,Ideal,F,VS1,62.2,56.0,745,4.44,4.47,2.77
46380,0.7,Good,I,SI1,61.6,63.0,1763,5.59,5.68,3.47
39527,0.4,Very Good,I,VVS1,63.5,57.0,1080,4.68,4.65,2.96
16231,1.22,Premium,G,SI1,60.7,59.0,6492,6.92,6.96,4.21
13387,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
26224,2.12,Ideal,I,SI2,61.0,57.0,15647,8.28,8.31,5.06
51874,0.71,Very Good,H,VS1,62.8,59.0,2428,5.61,5.7,3.55
12344,1.01,Fair,F,VS2,64.5,58.0,5226,6.28,6.18,4.02
20348,1.64,Premium,I,SI2,61.3,58.0,8743,7.62,7.58,4.66
32177,0.39,Premium,G,VS2,61.2,60.0,787,4.68,4.73,2.88
25281,1.24,Ideal,D,VVS2,62.6,55.0,13929,6.94,6.89,4.33
48361,0.56,Ideal,D,VS2,61.1,56.0,1963,5.3,5.33,3.25
25914,1.54,Ideal,G,VVS2,62.5,57.0,15059,7.3,7.36,4.58
9281,1.04,Fair,E,SI2,67.5,56.0,4566,6.28,6.22,4.22
44987,0.31,Premium,G,SI2,61.3,58.0,523,4.4,4.37,2.69
41315,0.42,Ideal,H,IF,61.0,56.0,1213,4.82,4.79,2.93
53835,0.7,Premium,G,VVS2,59.6,61.0,2737,5.86,5.78,3.47
53459,0.7,Ideal,E,SI1,62.8,55.0,2677,5.65,5.69,3.56
2352,0.93,Fair,G,SI2,66.1,58.1,3172,6.0,6.04,3.98
23021,0.35,Ideal,I,VS2,61.7,57.0,630,4.56,4.52,2.8
49819,0.73,Ideal,I,VS1,62.1,54.0,2167,5.77,5.8,3.59
30406,0.32,Premium,G,VVS2,60.8,59.0,730,4.41,4.44,2.69
41689,0.5,Premium,E,SI2,61.3,56.0,1240,5.13,5.08,3.13
40392,0.58,Ideal,I,SI1,62.2,54.0,1132,5.35,5.39,3.34
19568,1.21,Premium,F,VS1,61.6,58.0,8196,6.88,6.82,4.22
42296,0.36,Ideal,H,SI1,61.5,57.0,505,4.57,4.6,2.82
40837,0.41,Good,F,VVS2,58.6,60.0,1172,4.83,4.87,2.84
15090,1.21,Premium,E,SI2,58.8,58.0,6065,7.07,6.91,4.11
10851,1.07,Very Good,I,VS2,62.5,56.0,4873,6.5,6.53,4.07
45772,0.53,Ideal,E,VS2,60.8,55.0,1707,5.26,5.3,3.21
14678,1.09,Ideal,F,SI1,62.0,56.0,5922,6.61,6.59,4.09
393,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67
15849,1.5,Fair,H,SI1,68.0,59.0,6340,7.12,6.82,4.76
20631,1.39,Premium,F,SI1,62.4,59.0,8925,7.14,7.09,4.44
26402,2.01,Very Good,I,VS2,59.6,62.0,15919,8.17,8.25,4.89
50635,0.23,Very Good,F,VS2,61.0,59.0,402,3.95,3.99,2.42
9138,1.13,Very Good,H,SI2,59.8,59.0,4537,6.75,6.82,4.06
50945,0.57,Ideal,F,VVS2,60.2,57.0,2321,5.38,5.41,3.25
17378,0.34,Ideal,E,SI2,62.4,57.0,612,4.5,4.47,2.8
10887,1.21,Ideal,I,SI2,60.7,56.0,4880,6.86,6.91,4.18
19649,1.31,Very Good,H,VS2,60.4,58.0,8261,7.04,7.09,4.27
12661,1.26,Ideal,J,SI1,62.0,56.0,5301,6.9,6.93,4.29
33101,0.32,Very Good,E,VVS2,61.6,54.0,816,4.43,4.46,2.74
41617,0.29,Very Good,F,VS1,61.2,58.0,504,4.24,4.29,2.61
52574,0.7,Premium,D,SI2,61.9,58.0,2536,5.71,5.67,3.52
7439,1.09,Good,F,SI1,61.0,64.0,4230,6.63,6.58,4.03
41783,0.57,Premium,F,SI2,60.4,58.0,1247,5.4,5.37,3.25
50273,0.7,Very Good,E,SI1,62.6,58.0,2239,5.66,5.68,3.55
12593,1.21,Premium,H,SI2,60.0,60.0,5285,6.96,6.91,4.16
6423,0.9,Ideal,H,VS2,62.4,56.0,4044,6.15,6.18,3.85
1033,0.71,Very Good,G,VS2,62.1,58.0,2905,5.65,5.71,3.53
31901,0.3,Good,G,VS1,63.6,55.0,776,4.31,4.27,2.73
53223,0.5,Ideal,D,VVS2,61.9,55.1,2639,5.07,5.1,3.15
51265,0.6,Ideal,F,VS2,61.5,56.0,2358,5.43,5.47,3.35
29791,0.3,Ideal,D,SI1,61.6,56.0,709,4.34,4.3,2.66
47870,0.52,Ideal,G,VVS2,62.4,55.0,1911,5.17,5.19,3.23
33907,0.3,Ideal,E,VS2,62.0,55.0,844,4.3,4.25,2.65
45503,0.54,Ideal,I,VVS1,62.7,57.0,1681,5.22,5.14,3.25
51926,0.61,Ideal,H,IF,62.0,54.4,2438,5.44,5.47,3.38
23066,2.01,Good,G,SI2,63.6,59.0,11096,7.97,7.9,5.05
2458,0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79
10084,1.2,Very Good,G,SI2,61.2,59.0,4712,6.78,6.84,4.17
5524,1.01,Good,G,SI2,63.7,58.0,3852,6.31,6.35,4.03
36816,0.51,Premium,F,SI2,62.9,59.0,956,5.11,5.07,3.2
50092,0.57,Ideal,G,VVS2,61.7,56.0,2206,5.33,5.3,3.28
36151,0.33,Ideal,E,VS2,62.1,57.0,928,4.44,4.41,2.75
51763,0.7,Good,E,SI1,63.6,62.0,2407,5.6,5.57,3.55
8375,0.31,Very Good,F,VS2,63.0,57.0,583,4.27,4.33,2.71
7902,1.0,Ideal,H,SI2,61.4,56.0,4312,6.46,6.41,3.95
46692,0.56,Ideal,E,VS1,62.3,57.0,1791,5.3,5.26,3.29
48859,0.59,Very Good,F,VS1,61.7,59.0,2034,5.35,5.38,3.31
37671,0.42,Ideal,E,SI1,61.3,57.0,992,4.81,4.79,2.94
46804,0.7,Premium,D,SI2,59.8,59.0,1806,5.75,5.72,3.43
41709,0.51,Very Good,F,SI2,62.3,55.0,1243,5.13,5.15,3.2
26777,2.01,Good,D,SI2,59.9,65.0,16624,8.0,8.07,4.81
35476,0.42,Ideal,E,VS2,60.9,57.0,902,4.85,4.87,2.96
35681,0.32,Ideal,D,VVS1,61.8,56.0,910,4.37,4.4,2.71
1054,0.25,Good,F,VS1,63.6,57.0,558,4.04,4.01,2.56
53567,0.56,Ideal,E,VVS2,60.9,56.0,2696,5.4,5.33,3.27
6559,1.11,Very Good,I,SI2,63.1,57.0,4075,6.59,6.54,4.14
27306,2.09,Premium,H,SI2,60.6,59.0,17805,8.27,8.22,5.0
30947,0.23,Very Good,D,SI2,63.5,57.0,449,3.87,3.85,2.45
9559,1.01,Very Good,H,SI1,62.6,61.0,4622,6.36,6.39,3.99
42571,0.38,Premium,E,VVS1,61.9,58.0,1327,4.66,4.62,2.87
6261,1.01,Good,F,SI2,58.3,60.0,4011,6.64,6.66,3.88
2075,0.77,Ideal,F,SI1,61.5,56.0,3108,5.89,5.95,3.64
30975,0.37,Premium,F,VS2,60.6,58.0,746,4.63,4.67,2.82
26705,0.32,Premium,F,VS2,61.7,58.0,645,4.38,4.41,2.71
17687,1.06,Premium,G,VS1,62.8,56.0,7130,6.52,6.47,4.08
746,0.33,Ideal,J,VS1,62.1,55.0,557,4.44,4.41,2.75
32045,0.31,Good,F,VS1,63.9,55.0,779,4.3,4.27,2.74
5155,1.02,Premium,D,I1,61.4,60.0,3769,6.42,6.47,3.96
36457,0.31,Ideal,D,VS2,62.1,55.0,942,4.35,4.32,2.69
30108,0.32,Premium,G,VS2,60.8,59.0,720,4.44,4.41,2.69
5033,1.03,Fair,H,SI2,66.3,57.0,3749,6.35,6.25,4.18
8320,1.0,Premium,E,SI2,62.2,59.0,4390,6.38,6.35,3.96
14664,1.01,Very Good,G,VS2,59.1,58.0,5919,6.56,6.63,3.9
21473,1.53,Premium,G,SI1,61.7,59.0,9572,7.31,7.4,4.54
42242,0.52,Ideal,D,SI2,61.9,55.0,1292,5.16,5.18,3.2
1524,0.85,Fair,G,VS1,57.7,67.0,2998,6.26,6.19,3.59
6002,1.01,Premium,H,SI2,62.5,58.0,3959,6.39,6.35,3.98
50256,0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
16624,1.03,Ideal,G,VS2,62.8,55.0,6645,6.48,6.44,4.05
20151,1.03,Ideal,G,VVS1,62.4,57.0,8608,6.47,6.39,4.01
17721,0.33,Very Good,H,VVS2,61.9,55.0,614,4.44,4.46,2.75
12609,1.21,Very Good,F,SI2,62.7,57.0,5290,6.74,6.81,4.25
32212,0.31,Ideal,G,VVS1,60.9,55.0,789,4.4,4.43,2.69
11606,1.24,Very Good,I,SI1,62.5,57.0,5046,6.84,6.89,4.29
45608,0.5,Ideal,F,VS2,62.7,56.0,1691,5.07,5.1,3.19
35015,0.4,Premium,E,SI1,61.0,59.0,882,4.74,4.71,2.88
8355,1.02,Ideal,F,SI2,62.4,57.0,4398,6.43,6.4,4.0
4828,0.9,Premium,F,SI2,60.3,55.0,3704,6.35,6.28,3.81
43312,0.55,Ideal,H,VS2,61.8,54.0,1402,5.28,5.3,3.27
36497,0.48,Ideal,I,VS1,62.2,54.0,944,5.03,5.06,3.14
14426,1.0,Ideal,G,VS2,62.3,56.0,5824,6.38,6.36,3.97
3486,0.9,Premium,I,VS2,61.8,59.0,3398,6.15,6.21,3.82
13259,1.16,Premium,H,SI1,60.2,59.0,5480,6.84,6.77,4.1
6082,1.01,Premium,I,SI2,59.4,57.0,3971,6.59,6.57,3.91
18023,1.5,Good,H,SI2,64.2,56.0,7291,7.26,7.2,4.64
34899,0.33,Ideal,F,VVS1,62.0,55.0,880,4.44,4.47,2.76
7534,1.02,Ideal,H,SI2,60.5,56.0,4243,6.53,6.57,3.96
52431,0.7,Very Good,H,VS2,63.0,55.4,2513,5.67,5.7,3.58
8380,0.31,Ideal,F,VS2,62.2,56.0,583,4.36,4.39,2.72
53263,0.7,Premium,G,VS1,60.6,62.0,2648,5.68,5.64,3.43
35504,0.41,Premium,E,SI1,61.1,62.0,904,4.83,4.76,2.93
8097,1.08,Ideal,H,SI2,62.1,56.0,4344,6.54,6.6,4.08
19866,2.68,Premium,G,I1,58.6,60.0,8419,9.11,9.07,5.33
29160,0.33,Premium,G,VS2,61.3,61.0,693,4.47,4.43,2.73
29402,0.34,Ideal,F,VS2,60.8,57.0,699,4.51,4.54,2.75
11716,0.34,Ideal,G,VS2,62.0,56.0,596,4.47,4.5,2.78
53010,0.7,Ideal,F,SI1,62.1,56.0,2596,5.67,5.65,3.51
13522,1.01,Good,D,SI1,65.1,57.0,5544,6.3,6.32,4.11
35140,0.39,Premium,E,VS2,62.5,60.0,889,4.64,4.67,2.91
46282,0.5,Very Good,E,VS1,62.6,57.0,1755,5.02,5.08,3.16
23652,1.5,Very Good,E,SI1,62.0,57.0,11690,7.25,7.33,4.52
50519,0.53,Ideal,E,VVS2,62.2,54.0,2273,5.19,5.23,3.24
29906,0.41,Ideal,F,SI1,61.8,55.0,711,4.75,4.8,2.95
18751,1.01,Premium,G,VVS2,60.5,60.0,7665,6.58,6.51,3.96
29765,0.35,Premium,H,VS2,59.6,62.0,709,4.62,4.57,2.74
3654,0.73,Ideal,D,VS2,62.0,56.0,3440,5.74,5.78,3.57
15657,1.36,Very Good,H,SI2,61.5,58.0,6279,7.09,7.16,4.38
30094,0.32,Premium,H,VS1,61.7,61.0,720,4.43,4.38,2.72
39722,0.5,Good,E,SI1,64.0,57.0,1090,5.04,4.99,3.21
2764,0.82,Ideal,F,SI1,62.6,56.0,3251,5.95,5.99,3.74
45297,0.51,Ideal,E,VS2,62.0,54.0,1662,5.13,5.1,3.17
38177,0.4,Ideal,F,VVS2,61.5,59.0,1015,4.75,4.81,2.94
42712,0.56,Ideal,G,SI1,62.5,56.0,1340,5.21,5.28,3.28
48061,0.55,Ideal,D,VS2,62.3,55.0,1928,5.24,5.29,3.28
838,0.8,Ideal,G,SI1,61.3,57.0,2867,5.96,5.91,3.64
42806,0.59,Ideal,I,SI1,61.7,55.0,1352,5.41,5.39,3.33
10056,0.27,Very Good,E,VVS1,62.4,55.0,591,4.18,4.22,2.62
32784,0.31,Ideal,E,VS1,60.2,56.0,804,4.44,4.39,2.66
7684,0.96,Premium,D,SI2,60.0,61.0,4274,6.36,6.32,3.81
21615,1.71,Very Good,J,VS1,61.2,59.0,9707,7.65,7.72,4.7
52291,0.25,Very Good,D,VVS2,62.1,57.0,548,4.02,4.07,2.51
36890,0.31,Ideal,F,VVS1,61.8,56.0,959,4.36,4.34,2.69
39528,0.4,Premium,I,VVS1,62.7,59.0,1080,4.71,4.67,2.94
7030,0.94,Premium,G,SI1,61.3,61.0,4159,6.33,6.27,3.86
16175,0.9,Very Good,E,VVS2,62.0,55.0,6466,6.08,6.17,3.8
45401,0.55,Ideal,H,VVS2,60.7,55.0,1668,5.32,5.34,3.24
49667,0.7,Ideal,I,VS1,63.1,54.0,2142,5.61,5.67,3.56
11169,1.01,Premium,H,SI1,61.9,57.0,4949,6.49,6.4,3.99
26781,2.06,Ideal,I,SI1,61.9,56.0,16626,8.17,8.19,5.06
35156,0.31,Very Good,G,IF,61.6,54.0,891,4.4,4.43,2.72
50035,0.71,Very Good,F,SI1,63.2,56.0,2198,5.66,5.61,3.56
12183,1.21,Premium,I,SI2,62.7,55.0,5184,6.84,6.79,4.27
5946,0.72,Ideal,E,VS1,61.1,57.0,3947,5.78,5.81,3.54
43473,0.41,Ideal,E,IF,62.1,54.0,1419,4.75,4.81,2.97
20256,1.52,Ideal,J,VS1,62.8,54.3,8687,7.32,7.35,4.61
20110,1.5,Premium,I,SI1,61.8,58.0,8580,7.26,7.3,4.5
43889,0.54,Ideal,H,VS1,61.2,55.0,1454,5.25,5.31,3.23
23539,3.0,Good,E,I1,64.2,65.0,11548,9.08,8.96,5.79
5094,1.03,Very Good,G,SI2,63.0,60.0,3755,6.35,6.39,4.01
7420,1.0,Premium,G,SI2,62.9,60.0,4227,6.35,6.3,3.98
38327,0.32,Premium,E,VVS1,60.8,58.0,1020,4.41,4.38,2.67
38960,0.31,Good,I,VS1,63.2,56.0,489,4.28,4.33,2.72
16379,0.29,Very Good,E,VVS1,59.5,61.0,609,4.29,4.31,2.56
42258,0.59,Good,I,VS2,63.4,56.0,1294,5.33,5.37,3.39
2356,1.01,Fair,G,SI2,68.5,63.0,3173,6.08,6.0,4.14
13462,1.0,Very Good,F,SI1,63.3,58.0,5528,6.28,6.39,4.01
29823,0.3,Premium,D,SI1,61.3,60.0,709,4.32,4.26,2.63
31379,0.31,Very Good,G,VVS1,59.8,62.0,761,4.35,4.41,2.62
